Date,MainPoints,No_of_Units,Month,Year,Whole
1/21/2014,"Truth,police force,GAStech,ABILA,Kronos,police force,Abila,press conference,hoofdkwartier ontvoeringsGAStech.,police force,report donors,GAStech. Spokesman Adrien Carman,police force,Tethyn,federal agencies,law enforcement,research assists.,POK,ransom request.,POK,action criminal,different years",1,14-Jan,2014,"ABILA, Kronos - the guards of Kronos (POK) become of kidnapping to fourteen employees GAStech of their hoofdkwartier suspected that build in former days today.  Police force of Abila protected rapidly the bldg. and interviewed the remaining employees GAStech.  One employee, Edvard Vann van Abila, was asked for hours because he confessed a family name with different members POK shares.  Vann and required denied involvement with POK no have knowledge of removal.  POK have given no statements concerning removal. GAStech sent civil servants of its house office in center, Tethys help to check handle the incident.  The law enforcement and representatives of Tethyn flew the federal of the ministry Tethyn of foreign affairs to Kronos and were accompanied to Abila politiehoofdkwartier."
1/19/2014,"Pegasus,CELEBRATION OF KLEPTOCRACY UNFETTERED,ABILA,Kronos,annual executives,GAStech,corporative meeting,GAStech-Kronos,Kronos,capital building,Kronos,civil employees,Kronos,Curiosity,Kapelou,Jr,II,CEO Sten Sanjorge,Kronos",1,14-Jan,2014,"ABILA, Kronos - the police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech.  To maintain to the order the journalists with the current that four of the employees of GAStech of which where were not confirmed yesterday were found during the night, by leaving ten people who are disappeared supposed. The federal agencies by Carman of application of law of Adrien Tethyn of spokesman of police force contribute to research. The POK is suspecté to lead kidnapping, but they have still to ask the credit or to release a ransom demand.  The rhetoric of POK became more and more the anarchist and the their actions more criminal and violent one during last the several years."
1/20/2014,"Truth POK,kidnap employees,GAStech,ABILA,Kronos,Kronos,POK,GAStech,days today.,Abila,GAStech.,Edvard Vann,Abila,family name,different members,POK,Vann,POK,POK,GAStech,civil servants,house office,Tethys,law enforcement,Tethyn,Tethyn,foreign affairs,Kronos,Abila",1,14-Jan,2014,"ABILA, Kronos - the police force Abila loved a press conference at nine vanochtend on the hoofdkwartier ontvoeringsGAStech.  The police force communicated report donors that celebrate of whom verblijfplaats was not confirmed yesterday nocturnal was found leaving ten people who are assumed missing of the employees GAStech. Spokesman Adrien Carman of the police force said to Tethyn the federal agencies of the law enforcement in the research assists. POK are suspected of leading removal, but they have to credit still require or rather give a ransom request.  The retoriek POK more and more anarchist and their action criminal have expired and violent in the course of the different years become"
1/19/2014,"Guide GAStech,Kronos,society 2014/01/19",1,14-Jan,2014,"ABILA, Kronos - The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, Jr."
1/19/2014,"Bulletin MEETING SET FOR TOMORROW MORNING,ABILA,Kronos,Initial,Offering,CEO Sten Sanjorge,Jr.,town reporters,GAStech,Kronos,GAStech,Kronos,leadership group,IPO,recent wind,GAStech,'s plans,Kronos",1,14-Jan,2014,"ABILA, Kronos - according to a press conference which in hoofdkwartier GAStech in center, Tethys vanochtend, the President of have GAStech and CEO, returned Jr. of Sten Sanjorge to Tethys after communicated kidnapping event safe the hoofdkwartier that of its company Abila yesterday build in.  Sanjorge, which had attended a collective meeting, were in passage of construction GAStech to capitol then removal took place.  
Sanjorge and the four staff employees of the local hoofdkwartier GAStech had a reception which to attend is received by president Kapelou at the bldg. Capitol.  The reception was loved to celebrate the company and our country the 20th year cooperation between.  
On the press conference, aforesaid spokesperson GAStech, our harten assume to the families kidnapped. We work for a fast and safe resolution for this crisis. 
"
1/21/2014,"Guide Sanjorge,GAStech,HQ,GAStech,ABILA,Kronos,press conference,GAStech,Tethys,CEO,Jr,GAStech,Sten Sanjorge,Tethys,Abila. Sanjorge,corporative meeting,GAStech,Sanjorge,GAStech,Kapelou,Capitol.,twentieth year,press conference,GAStech,safe resolution",1,14-Jan,2014,"ABILA, Kronos - the police of Abila carried out a press conference to nine this morning in the headquarters of GAStech of the kidnapping.  To clean to informed reporters who four of the employees of GAStech found that whereabouts were yesterday without confirming at night, leaving ten people who lack been conceited.
The federal agencies said Carman of the application of law of Adrien Tethyn of the spokesman of the police are attending the investigation.
The POK is suspected to lead the kidnapping, but he still must demand credit or send a request of the rescue.  The POK rhetorician has more and more turned the more criminal and violent anarchist and his actions on the past several years.
"
1/20/2014,"Online,GASTECH LEADERSHIP CONFIRMED MISSING,ABILA,Kronos,Miriam Avila,administrative assistant,GAStech,GAStech,fact missing.,Centrum,Tethys,GAStech,International 's operations,Kronos,cubic meters",1,14-Jan,2014,"Fourteen employees have fears removed in Kronos by a radical environmental group of terrorist during a meeting of corporation. 

One fears fourteen employees, probably including five executive leaders, removed yesterday by the ""guards of Kronos"".  Disappeared paid include: President and PRESIDENT Sten Sanjorge Jr, CFO Ingrid Barranco, Campo-Corrente of ADA of CIO, ROUCOULEMENT Orhan de GAStech pianotent, and environmental leader Willem Vasco-Feed.

The local organizations of news received a note of ransom of the claiming responsibility and to require POK $20 million the company.  They is possible additional requests are received.

Sanjorge and the others disappeared according to a meeting from council to the registered offices from GASTech.  A signal of fire went to far, and the execs the were disappeared little discovered ones from time after that.  The list supplements of all employed unexplained was not released. 

John Rathburn, an American expert in executive kidnappings who lives in Tethys, known as that Kronos was not known like archetypal country for removal. ""However, the activity increased by POK, the APA [the popular army of Asterian], and others in the area appreciably increased the risk.""

Corresponding times in Abila indicate that offices of GASTech are closed, and of the calls of telephone are answered but of the local authorities concerned.  

The registered offices of corporation of GASTech in Tethys refused to comment on. However, other sources of news brought back to Tethys the federal civils servant of application of law and the personnel of the ministry of Tethan of the Foreign Affairs arrived in Kronos to help the police force in research.
"
1/20/2014,"Online,ABILA AIRPORT CONFIRMS TWO PRIVATE JETS LEFT TODAY,ABILA,Kronos,Abila,Airport fueler,Ravi Danisliau,private jets,business types",1,14-Jan,2014,"Fourteen employees feared kidnapped in Kronos for radical an environmental group of the terrorist during a corporative meeting. 

They fear fourteen employees, including possibly to five executive officials, kidnapped yesterday by the ""protectors of Kronos"".  The disclosed disappear include: President and CEO Sten Sanjorge Jr, CFO Ingrid Precipice, Field-Corrente of Ada of I BACK WATER, rasgueo of Orhan de GAStech of the COO, and environmental official Willem Basoue-Country.

The local organizations of the news have received a note of the rescue of the responsibility that she demanded and to demand of POK $20 million of the company.  It is possible additional demands is next.

Sanjorge and the others disappeared following a meeting of the Council in the headquarters of GASTech.  A fire alarm was extinguished, and execs lacked shortly after discovered that one.  The complete list of all the inexplicable employees has not been sent. 

Juan Rathburn, American expert in the executive kidnappings that are living in Tethys, says that Kronos has not been known as country archetype for the kidnapping. ""Nevertheless, the increasing activity by POK, APA [army of people of Asterian], and others in the region have increased perceivably the risk.""

The corresponding times in Abila say that the offices of GASTech are closed, and the telephone calls are only answering the referred local authorities.  

The corporative headquarters of GASTech in Tethys have rejected to comment. Nevertheless, other sources of the news have disclosed to Tethys federal civil employees of the application of law and the personnel of the ministry of Tethan of outer subjects has arrived in Kronos to attend police in the investigation.
"
3/26/2014,"Everyday,Penetration,CEO,Kronos,January,Fluss,CEO,GAStech,main industry,Krono,immense gas fields,Elodis. Fluss,CEOs,humble principles,Tethys.,Kronos,CEOs,Q,CEOs,Kronos,economic atmosphere,years 80.,successful today.,Foreign necessity,CEOs,easy triumphs,Kronos.,foreign competition,Kronosian,Kronosian,Tethian,Kronos,efficient communication,foreign leader,Kronosian,Q,cultural differences,communicating. [,Considerar,CEOs,Kronos,note [ ],initial question.,Kronos,Foreign necessity,CEOs,excellent way,European value,Kronosians,responsivo a.,CEO,Kronos,pleasant experience.,Q,CEO,Kronos,great sense,Kronos,feasible line.,small edition,daily base,foreign right,CEOs,fellow workers,Kronos.,Q,CEO,new surroundings,personal life.,common here.,Kronos,extra hours,Tethys,clear limit,CEOs,great edition. [,true experience,Kronos,Q,CEO,Kronos,CEO,personal life.,Kronos,CEO,overseas assumes,Q,Hay,foreign executive,certain negotiations,certain editions,luxury merchandize,CEOs,CEO,overseas markets.,true assets",1,14-Mar,2014,"ABILA, Kronos - according to a press conference which in hoofdkwartier GAStech in center, Tethys vanochtend, the President of have GAStech and CEO, returned Jr. of Sten Sanjorge to Tethys after communicated kidnapping event safe the hoofdkwartier that of its company Abila yesterday build in.  Sanjorge, which had attended a collective meeting, were in passage of construction GAStech to capitol then removal took place.  
Sanjorge and the four staff employees of the local hoofdkwartier GAStech had a reception which to attend is received by president Kapelou at the bldg. Capitol.  The reception was loved to celebrate the company and our country the 20th year cooperation between.  
On the press conference, aforesaid spokesperson GAStech, our harten assume to the families kidnapped. We work for a fast and safe resolution for this crisis. 
"
1/20/2014,"Bulletin WRAP UP OF EVENTS AT GASTECH,ABILA,Kronos,long tense day,GAStech,Kronos,Government source.,Kronos,Tethys,GAStech,Tethan. Speculation,recent news,GAStech Initial,Offering,month ago.,Edvard Vann,GAStech,Kronos,security guard,Protectors,Kronos,'s events.,GAStech,International senior security executive,Abila,Kronos,Government officials.,morning meeting,Abila,Fire Department trucks,GAStech",1,14-Jan,2014,"AVILA, Kronos - the protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech, but also they have made a demand of the rescue of $20M of the president and the CEO Sten Sanjorge, Jr.
According to the disclosed thing yesterday, it was speculated that Sanjorge, Jr was the target of the kidnapping; nevertheless, Sanjorge, Jr are safe posteriora part in Tethys.
They founded the group of the kidnapping, the protectors of Kronos, in 1998 in Elodis, a rural municipality outside capital Avila. They have been protesting for the clean water, human rights, and against the corruption of the government of international Kronos and GAStech. They have done more and more does violence to with its protests that were incumbent in the uproars, bombings of the fire, vandalism, and sacking. 
"
1/21/2014,"Online,Hold,News Conference,GAStech Kidnapping,ABILA,Kronos,Abila,press conference,GAStech,GAStech",1,14-Jan,2014,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering.  

Fourteen employees, including possibly five executive officers, are feared kidnapped yesterday by the ""Protectors of Kronos"".  

John Rathburn, an American expert on executive kidnappings who is living in Tethys, says that Kronos has not been known as an archetypal country for kidnapping. However, other news sources have reported Tethys federal law enforcement officials and staff from the Tethan Ministry of Foreign Affairs have arrived in Kronos to assist police in the investigation.
"
1/20/2014,"Explainer DISAPPEARED CONFIRMED GASTECH DIRECTION,Haneson Ngohebo,ABILA,Kronos,Miriam Avila,administrative assistant,GAStech,GAStech,GAStech,Kronos,Ms Avila,GAStech.,wealth newfound.,Whereas,December,GAStech,IPO,Sten Sanjorge,Jr,international company,GAStech,Kronos,IPO,executive group,CFO Ingrid Precipice,Field-Corrente,Ada,BACK WATER,Orhan,COO.,environmental security,Willem Basoue-Country,Mr. Sanjorge,Jr,Tethys,international operations,GAStech,Kronos,cubic meters,newspaper gas.,Ms Avila,GAStech",1,14-Jan,2014,"ABILA, Kronos - the police force Abila loved a press conference at nine vanochtend on the hoofdkwartier ontvoeringsGAStech.  The police force communicated report donors that celebrate of whom verblijfplaats was not confirmed yesterday nocturnal was found leaving ten people who are assumed missing of the employees GAStech. Spokesman Adrien Carman of the police force said to Tethyn the federal agencies of the law enforcement in the research assists. POK are suspected of leading removal, but they have to credit still require or rather give a ransom request.  The retoriek POK more and more anarchist and their action criminal have expired and violent in the course of the different years become."
3/26/2014,World Journal 2014/03/26,1,14-Mar,2014,"ABILA, Kronos - according to a press conference it maintained in the headquarters of GAStech in center, Tethys this morning, president and CEO, Jr of GAStech de Sten Sanjorge returned surely to Tethys after the disclosed one to kidnap to event the headquarters of his company that constructed yesterday in Abila.  Sanjorge, that was been assistiendo to a corporative meeting, was in transit of the GAStech that constructed capitol when it happened the kidnapping.  



Sanjorge and the four executives of the headquarters of GAStech of the premises were to take care of a reception that was received by president Kapelou in the building of the Capitol.  They carried out to the reception to celebrate the twentieth year of the cooperation between the corporation and our country.  



In the press conference, the spokesman of GAStech said, ""our hearts leave to the families the kidnapped one. We are working for a fast and safe resolution to this crisis."" 
"
1/21/2014,"International News,GAStech,Sanjorge Escapes Kidnapping,GAStech HQ,ABILA,Kronos,According,press conference,GAStech,Centrum,Tethys,GAStech,'s President,CEO,Sten Sanjorge Jr.,Tethys,company 's headquarters building,Abila,Sanjorge,corporate meeting,GAStech,Sanjorge,GAStech,Kapelou,Building.,press conference,GAStech",1,14-Jan,2014,"1013 MODERNIZATION - the CEO Sten Sanjorge, Jr. it is not between it employs to it to you lacking GAStech and it is sure posterior part in the centers of Tethys of the GAStech in the center understood them.
The names of the missing have still not been freed.News Online Today
"
1/20/2014,"Online,WRAP UP OF EVENTS AT GASTECH,ABILA,Kronos,long tense day,GAStech,Kronos,Government source.,Edvard Vann,GAStech,Kronos,security guard,Protectors,Kronos,'s events",1,14-Jan,2014,"ABILA, Kronos - according to a press conference which in hoofdkwartier GAStech in center, Tethys vanochtend, the President of have GAStech and CEO, returned Jr. of Sten Sanjorge to Tethys after communicated kidnapping event safe the hoofdkwartier that of its company Abila yesterday build in.  Sanjorge, which had attended a collective meeting, were in passage of construction GAStech to capitol then removal took place.  
Sanjorge and the four staff employees of the local hoofdkwartier GAStech had a reception which to attend is received by president Kapelou at the bldg. Capitol.  The reception was loved to celebrate the company and our country the 20th year cooperation between.  
On the press conference, aforesaid spokesperson GAStech, our harten assume to the families kidnapped. We work for a fast and safe resolution for this crisis. 
"
1/19/2014,"Wrap,CELEBRATION OF DELIVERED KLEPTOCRACY,ABILA,Kronos,annual gAStech-Kronos,collective staff employees,Kronos,civil servants,head bldg.,Kronos,public civil servants,Kronos,lord houses,Kapelou II,CEO Sten Sanjorge Jr.,Kronos",1,14-Jan,2014,"ABILA, Kronos - according to a press conference it maintained in the headquarters of GAStech in center, Tethys this morning, president and CEO, Jr of GAStech de Sten Sanjorge returned surely to Tethys after the disclosed one to kidnap to event the headquarters of his company that constructed yesterday in Abila.  Sanjorge, that was been assistiendo to a corporative meeting, was in transit of the GAStech that constructed capitol when it happened the kidnapping.  
Sanjorge and the four executives of the headquarters of GAStech of the premises were to take care of a reception that was received by president Kapelou in the building of the Capitol.  They carried out to the reception to celebrate the twentieth year of the cooperation between the corporation and our country.  
In the press conference, the spokesman of GAStech said, ""our hearts leave to the families the kidnapped one. We are working for a fast and safe resolution to this crisis."" 
"
1/19/2014,"Online,MEETING SET FOR TOMORROW MORNING,ABILA,Kronos,Initial,Offering,CEO Sten Sanjorge,Jr",1,14-Jan,2014,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. 
Fourteen employees, including possibly five executive officers, are feared kidnapped yesterday by the ""Protectors of Kronos"".  Reported missing includes: GAStech President and CEO Sten Sanjorge Jr,CFO Ingrid Barranco, CIO Ada Campo-Corrente, COO Orhan Strum, and Environmental Officer Willem Vasco-Pais.
Local news organizations have received a ransom note from the POK claiming responsibility and demanding $20 Million from the company.  It is possible additional demands are forthcoming.
Sanjorge and the others disappeared following a board meeting at GASTech headquarters.  A fire alarm went off, and the execs were discovered missing shortly after that.  The complete list of all the unaccounted-for employees has not been released. 
John Rathburn, an American expert on executive kidnappings who is living in Tethys, says that Kronos has not been known as an archetypal country for kidnapping. ""However, increased activity by POK, APA [Asterian People's Army], and others in the region have significantly increased the risk.""
The Times's correspondent in Abila says GASTech offices are closed, and phone calls are being answered but referred to local authorities.  
GASTech's corporate headquarters in Tethys have refused to comment. However, other news sources have reported Tethys federal law enforcement officials and staff from the Tethan Ministry of Foreign Affairs have arrived in Kronos to assist police in the investigation.
"
1/20/2014,"Tulip REMOVAL AT GASTECH KRONOS,ABILA,Kronos,long day,information reports,Kronos,GAStech,international employees,Abila,Speculation,international President,GAStech,CEO Sten Sanjorge Jr.,GAStech,press still.,attribute ongebreidelde,GAStech IPO.,Edvard Vann,GAStech,Kronos,security guard,Kronos,GAStech,security staff employee,research support,civil servants,police force,Abila Kronos.,January,annual collective meeting,GAStech,point whereas,civil servants,important office,Kronos,place abduction.,affirmative reports,freight carriages,Abila,GAStech,Kronos,morning local time,Kronos,fire alarm",1,14-Jan,2014,"ABILA, Kronos - The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, Jr.

As reported yesterday, it was speculated that Sanjorge, Jr. was the target of the kidnapping; however, Sanjorge, Jr. is safe back in Tethys.

The kidnapping group, The Protectors of Kronos, was founded in 1998 in Elodis, a rural township outside of the capital Abila. They have been protesting for clean water, human rights, and against the corruption of the Government of Kronos and GAStech International. They have become increasingly violent with their protests devolving into riots, fire bombings, vandalism, and looting. 
The General Post
"
1/19/2014,"CELEBRATION OF UNFETTERED KLEPTOCRACY,ABILA,Kronos,Following,GAStech-Kronos,corporate meeting,GAStech,Kronos,government officials,Kronos,capital building,Kronos,public officials,luxury vehicles",1,14-Jan,2014,"Some police have left the scene, but others remain to outside to secure the building while others are still in the building.  There is much speculation about their activities, but police have yet to respond to our queries for information.Everyday News

The pioneer of the gas of the slate plans first wells outside coast of the world in the Mediterranean Sea 
"
1/20/2014,"Explainer KIDNAPPING IN THE GASTECH HEADQUARTERS,ABILA,Kronos,power whereas,multiple international employees,GAStech,GAStech Kronos.,early information,civil employees,Kronos,international corporation,GAStech,Kronos",1,14-Jan,2014,"1532 MODERNIZATION - an employee of Kronos - of GAStech that leaves the construction of the centers who refused in order to supply a name has said that a brace of disowned people was in the posterior part of the conference room in which the reunion of GAStech this morning has happened. Disowned ""dark"" people that lurking around to the reunion room ""she was not employ you of GAStech"" and ""it has been dressed in the black one and has been seemed to be to levarsi in feet, watching in the previous ones.""Everyday News"
1/20/2014,"Desk THE AIRPORT ABILA CONFIRMS TWO PRIVATE TODAY LEAVES JETS,ABILA,Kronos,Abila,airport fueler,Ravi Danisliau,private radiate,According,Danisliau,company types,haste be.,local time,Kronos,company types,group passengers.,Danisliau,group passengers,Danisliau,Rome,Italy,private jets,Abila,sixteen people,passengers is.,GAStech,Kronos.,GAStech,Danisliau",1,14-Jan,2014,"ABILA, Kronos - The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters.  Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed yesterday were found overnight, leaving ten people who are presumed missing.

Police spokesman Adrien Carman said Tethyn federal law enforcement agencies are assisting in the investigation.

The POK is suspected of conducting the kidnapping, but they have yet to claim credit or release a ransom request.  The POK rhetoric has become increasingly anarchist and their actions more criminal and violent over the past several years.
"
1/21/2014,"Worldwise Escapes,Sanjorge,GAStech,HQ,GAStech,ABILA,Kronos,press conference,GAStech,Tethys,GAStech,PRESIDENT,Jr.,Sten Sanjorge,Tethys,company building,Abila,Sanjorge,GAStech,Sanjorge,GAStech,Kapelou,20th year,press conference,GAStech,families removed.,sure resolution",1,14-Jan,2014,"The son of the founder of gas firm GAStech is planning a venture to drill in the Mediterranean Sea, the Times has learned. believes there are large volumes of offshore gas that could be extracted. 

""Certainly offshore gas isn't a new concept, but there's no reason with the Kronosian history of offshore development that we can't develop these resources offshore,"" he told the Times. 

Shale gas is extracted using the controversial technique of hyper-acidic substrate removal which involves injecting acidic chemicals shale layers, to break them up and release the natural gas trapped within. 

Hyper-acidic substrate removal has produced vast quantities of gas and oil in the West, transforming the energy market. 

Sanjorge says it will be a short time before we know if offshore shale gas can be exploited. 

Based on existing geological data, SanJorge believes that a considerable quantity of gas is in place - up to 100 trillion cubic feet, which would be more than GAStech's estimates for its onshore resources. 

GAStech has estimated that the Kronos total offshore shale gas resources could be between five and 10 times the size of the resources available onshore. 

Though it has only recently become controversial, hyper-acidic substrate removal has been used on a smaller scale for many years, to improve the flow from conventional oil and gas wells. But using the process on the large numbers of wells needed to extract offshore shale gas commercially has never been done. 

Professor Oskar Wertz of Tethys University is sceptical about whether offshore shale gas could be a big contributor to European energy in the next decade, but says that it could have potential in the longer term
"
1/21/2014,"Source GASTech Employees Kidnapped,Kronos,Kronos,radical environmental terrorist group,corporate gathering.,executive officers,Protectors,Kronos,Reported,GAStech,CEO Sten Sanjorge Jr,CFO Ingrid Barranco,CIO Ada Campo-Corrente,COO Orhan Strum,Environmental,Willem Vasco-Pais. John Rathburn,American expert,executive kidnappings,Tethys,Kronos,archetypal country,POK,APA,Asterian,'s Army ],Reporters,Abila,GASTech,phone calls,local authorities.,GASTech,corporate headquarters,Tethys,news sources,Tethys,federal law enforcement officials,Tethan Ministry,Kronos",1,14-Jan,2014,"ABILA, Kronos - Thousands of people lined the roads on Thursday in a display of antigovernment solidarity. Among the demonstrators was Mestache Vardshvna, 23, from the west coast of Kronos.  ""This is important, so I took time off from work to be a part of this important event."" 
He was one of many who wielded their power of free speech to voice their concern with the current lack of government transparency with public monies. 
Posters with colorful images of Elian Karel and Juliana Vann were reminders of the heavy toll already paid by leaders and innocents.  Karel was the prior leader of the Protectors of Kronos before his premature death in 2009.  His death, thought to be a murder by many, prompted annul rallies to bring the message of the Protectors of Kronos to the public.  Juliana Vann died in 1998 of cancer caused by environmental toxins in her drinking water.
"
1/20/2014,"Desk ENVELOPE OMHOOG OF EVENTS AT GASTECH,ABILA,Kronos,GAStech,Kronos.,Kronos,Tethys,GAStech Tethan,GAStech,CEO Sten Sanjorge Jr.,GAStech,attribute ongebreidelde,recent news,initial public,GAStech,month suffered.,Edvard Vann,GAStech,Kronos,security guard,Kronos,GAStech,security staff employee,civil servants,police force,Abila Kronos.,January,annual collective meeting,GAStech,Kronos.,morning meeting,freight carriages,Abila,GAStech",1,14-Jan,2014,"Kronos police spokesman has released a statement ""There is no indication that the missing individuals have left the island of Kronos.""  When I asked if the caterers were considered persons of interest, the spokesman replied that the department was looking into all credible information and had no comment at this time. 20 Jan 2014Daily Pegasus"
1/21/2014,"Truth RANSOM DEMANDS MADE IN THE KIDNAPPING OF GASTECH,ABILA,Kronos,Kronos,international employees,GAStech,ransom demand,$ 20M,PRESIDENT Sten Sanjorge,Jr.,Sanjorge,Jr.,Sanjorge,Jr.,Tethys.,Kronos,Elodis,rural black suburbs,Abila.,clean water,human rights,Kronos,GAStech.",1,14-Jan,2014,"The question depends really on the person and how much they invest to understand the country and culture. If they make no effort then to localize is it a net disadvantage. But in certain negotiations or certain questions such as luxegoederen, foreign CEOs can be an advantage. They can bring to a another view, the process to facilitate.

Sometimes foreign CEO better knowledge of the industry have and can access to markets overseas bring. This can be real assets.
"
12/18/2013,"Truth ENORMOUS IPO MAKES THE BILLIONAIRE OF SANJORGE,CENTRUM,Tethys,PRESIDENT,GAStech,Sten Sanjorge,Jr.,billionaire surplus,GAStech,public call,GAStech,Sanjorge,Sten Sanjorge,Sr.,cubic meters,daily newspaper curve,Tiskele,GAStech,Kronos.,particular conditions,Stake,Jr.,Sanjorge,worth $,Stake,Beatriz Fluss,Fluss,sorrow $,GAStech,Kronos.,GAStech,Kronos,CFO Ingrid Barranco,Campo-Corrente,ADA,CIO,ROUCOULEMENT Orhan,environmental adviser,Willem Vasco-Feed",1,13-Dec,2013,
9/4/2013,"Truth JR. SANJORGE TAKING WITH GASTECH THE INTERNATIONAL PUBLIC,CENTRUM,Tethys,Sten Sanjorge,Jr.,GAStech,international public,natural gas.,gas industry,Sanjorge,Jr.,international expansion,Sten Sanjorge,Sr.,IPO",1,13-Sep,2013,
9/3/2013,"Tulip SANJORGE JR. THAT INTERNATIONALLY PUBLIC GASTECH TAKE,CENTER,Tethys,Sten Sanjorge,Jr.,international public,world player,Sanjorge,Jr.,public company capital,Sten,Sanjorge,SR,IPO",1,13-Sep,2013,
2/8/2013,"Online,Abila Hospitals Seeing Influx,Designer Drug Users,Emergency,Abila,General Hospital,Kronos,medical complications,designer drugs,cotton candy,synthetic marijuana,official said.,Citywide,Candy,Kronos,Poison Center. Designer,chemical compounds,active ingredient,illegal drugs. Cotton candy mimics,drug khat,Manufacturers,designer drug 's chemical composition,Biance,term cotton candy,carnival treat.,Kronos,cotton candy,substance list,outright ban cotton candy,Bianca,cotton candy costs,K18",1,13-Feb,2013,
11/13/2013,"World Journal,Kronos,violence 2013/11/13",1,13-Nov,2013,
2/24/2013,"Everyday,GAStech,Kronos,corrupt reputation,GAStech,previous business,Tethys-only,international investors.,beneficial business,Mediterranean,Gastech,potential investors,past echo-hostile.,GAStech,Kronos,Kronosian.,Kronos,gas fields,settles tubes,Kronos,Tethys,Europe. GAStech,GAStech,Sten Sanjorge,Jr,photo watches,good reasons,remote regions,Kronosian.,medical aid,GAStech,works gyms,Black,dominant employees.,state extreme,medical center,GAStech,modern global company,different ways.,Working,remote places,previous means,certain point,GAStech,enormous distances",1,13-Feb,2013,
6/22/2013,"Guide Annual,POK,ABILA,Kronos,POK,annual demonstration,Abila,Elian Karel,Julian Vann,POK,Dorel Kapelou,corporative Capitalism exploitive,Tethys,GAStech,government security,protestors undertook,tear gas,rubber bullets,heroic efforts",1,13-Jun,2013,
12/18/2013,"General Post,ENORMOUS IPO MAKES MULTIMILLIONAIRE OF SANJORGE,CENTER,Tethys,CEO,GAStech,Sten Sanjorge,Jr,GAStech,initial public offer.,GAStech,Sanjorge,Sten Sanjorge,Mr.,cubic meters,newspaper gas,Tiskele,GAStech,Kronos.,Stake,Jr,Sanjorge,worth $,Beatriz Fluss,Fluss,Co-founder,worth $,GAStech,Kronos.,GAStech,Kronos,CFO Ingrid Precipice,Field-Corrente,Ada,BACK WATER,Orhan,COO.,environmental security,Willem Basoue-Country",1,13-Dec,2013,
12/17/2013,"Athena Speaks BRONZE ATTACK OF TIME OF DAY BY POK,ABILA,Kronos,bronze attack,POK,long cord,such acts.,Carman,Adrien,attack police force property,serious crimes.,justice soon.,POK.,police force,broad day",1,13-Dec,2013,
12/16/2013,"Online,BRAZEN DAY TIME ASSAULT BY POK,ABILA,Kronos,brazen day time assault,peace officers,POK,terroristic act,long string,such acts",1,13-Dec,2013,
6/20/2013,"Online,Annual POK Rally Ends,Riot,ABILA,Kronos,POK,annual demonstration,Abila,government security forces,Capitol building,year 's riot",1,13-Jun,2013,
12/17/2013,"Explainer ASSAULT BEHAVED SHAMELESSLY OF TIME OF THE DAY BY POK,ABILA,Kronos,Paz,POK,violent act,long chain,such acts.,Carman,Adrien,serious crimes.,Desire,justice soon.,future exacerbando,POK,aerosol painting.,ample light",1,13-Dec,2013,
2/22/2013,"Online,GAStech Profile,Kronos,gas company,fifty-three years old.,Kronos,'s pipeline business,eastern gas fields,Kronos,Tethys,Europe.,GAStech,Sten Sanjorge,Jr,photo stares,picture frames everywhere,GAStech,company farms,runs gyms,Black,Sea resorts,key employees.,GAStech,private fleet,huge distances",1,13-Feb,2013,
12/16/2013,"International News,POK Assault,Abila,ABILA,Kronos,Adrien Carmen,POK,police patrol,Abila,POK,thugs crept,patrol officers,POK,Assaulting,police officer,government property,serious crimes,Carmen",1,13-Dec,2013,
9/4/2013,"General Post,JR OF SANJORGE THAT TAKES TO GASTECH THE PUBLIC INTERNATIONAL,CENTER,Tethys,Sten Sanjorge,Jr,GAStech,international public,natural gas.,Sanjorge,Jr,Sten Mr.,Sanjorge",1,13-Sep,2013,
6/21/2013,"WHO BRINGS,GUN TO,SIT IN,ABILA,Kronos,Yesterday,June,years supporters,Protectors,Kronos,Kronos,government officials,toxic waste dump,Tiskele,Elodis.,local businesses,lifestyle incongruities,years ago.,Demonstrators,POK,economic parity,black-clad members,Abila,faceless lines,side arms,peaceful gathering,public consciousness.,dangerous item,dead old girl,Juliana Vann,Kronos.,public salaries,large boats,luxury automobiles",1,13-Jun,2013,
12/17/2013,"Tulip GIANT IPO MAKE SANJORGE BILLION AIR,CENTER,Tethys,CEO,GAStech,Sten Sanjorge,Jr.,GAStech,GAStech,Sanjorge,Sanjorge,SR.,Sten,cubic meters,Tiskele,GAStech,Kronos,exchange boringsplaats.,Sanjorge,Jr.,Van Beatriz Fluss,Fluss,company cofounder,% props,staff employees,GAStech,Kronos. Submitting,GAStech,staff employees,Kronos,collective $,CFO Ingrid Barranco,CIO Ada,COO Orhan Strum.,environment consultant,Willem Vasco-Pais",1,13-Dec,2013,
